median_income,median_house_value,ocean_proximity
3.7557,109400.0,NEAR OCEAN
1.9797,85800.0,NEAR OCEAN
2.4805,73200.0,NEAR OCEAN
2.5795,68400.0,NEAR OCEAN
1.6654,74600.0,NEAR OCEAN
1.7038,78300.0,NEAR OCEAN
2.0074,66900.0,NEAR OCEAN
2.4605,105900.0,NEAR OCEAN
2.1829,69500.0,NEAR OCEAN
2.275,122400.0,NEAR OCEAN
2.1336,75000.0,NEAR OCEAN
3.0313,103600.0,NEAR OCEAN
2.2868,103100.0,NEAR OCEAN
2.0202,71100.0,NEAR OCEAN
0.957,60000.0,NEAR OCEAN
1.7308,80500.0,NEAR OCEAN
1.7778,76900.0,NEAR OCEAN
1.585,75500.0,NEAR OCEAN
1.8529,62500.0,NEAR OCEAN
2.2566,92700.0,NEAR OCEAN
2.5417,85400.0,NEAR OCEAN
1.6369,68300.0,NEAR OCEAN
1.8242,70000.0,NEAR OCEAN
1.745,70500.0,NEAR OCEAN
1.4668,64600.0,NEAR OCEAN
1.9688,70500.0,NEAR OCEAN
2.9038,82000.0,NEAR OCEAN
2.8529,85600.0,NEAR OCEAN
2.2227,81300.0,NEAR OCEAN
2.5536,70200.0,NEAR OCEAN
2.5096,72200.0,NEAR OCEAN
2.1607,67000.0,NEAR OCEAN
4.8516,116100.0,NEAR OCEAN
2.8056,82800.0,NEAR OCEAN
2.442,69000.0,NEAR OCEAN
1.75,67500.0,NEAR OCEAN
2.5,72600.0,NEAR OCEAN
1.755,74100.0,NEAR OCEAN
1.6111,74700.0,NEAR OCEAN
1.1386,74100.0,NEAR OCEAN
2.4896,81000.0,NEAR OCEAN
3.1711,104200.0,NEAR OCEAN
3.8,81800.0,NEAR OCEAN
2.1135,90600.0,NEAR OCEAN
3.0216,86400.0,NEAR OCEAN
3.4219,92800.0,NEAR OCEAN
2.9143,99600.0,NEAR OCEAN
3.375,100600.0,NEAR OCEAN
3.3984,90000.0,NEAR OCEAN
2.5536,96100.0,NEAR OCEAN
2.1101,86900.0,NEAR OCEAN
2.2478,81100.0,NEAR OCEAN
2.8833,83000.0,NEAR OCEAN
3.5833,92800.0,NEAR OCEAN
3.2216,98100.0,NEAR OCEAN
3.5156,143000.0,NEAR OCEAN
1.1157,150000.0,NEAR OCEAN
1.1742,75000.0,NEAR OCEAN
1.1576,87500.0,NEAR OCEAN
2.2138,99200.0,NEAR OCEAN
1.1479,101100.0,NEAR OCEAN
2.2188,105800.0,NEAR OCEAN
0.7684,153100.0,NEAR OCEAN
1.725,57500.0,NEAR OCEAN
2.0657,81100.0,NEAR OCEAN
1.5326,74100.0,NEAR OCEAN
2.4321,82100.0,NEAR OCEAN
2.7321,92600.0,NEAR OCEAN
3.3462,50800.0,NEAR OCEAN
2.5667,139500.0,NEAR OCEAN
1.6667,78800.0,NEAR OCEAN
2.0156,62800.0,NEAR OCEAN
2.4708,119400.0,NEAR OCEAN
3.0208,143400.0,NEAR OCEAN
1.9741,97900.0,NEAR OCEAN
2.1726,75500.0,NEAR OCEAN
2.6847,111300.0,NEAR OCEAN
3.1406,96000.0,NEAR OCEAN
2.96,81700.0,NEAR OCEAN
2.5893,99600.0,NEAR OCEAN
3.5076,73600.0,NEAR OCEAN
2.7639,90200.0,NEAR OCEAN
2.3147,70100.0,NEAR OCEAN
2.8182,126900.0,NEAR OCEAN
5.0329,165600.0,NEAR OCEAN
1.8993,78400.0,NEAR OCEAN
2.9911,119700.0,NEAR OCEAN
3.9659,111800.0,NEAR OCEAN
4.0357,128900.0,NEAR OCEAN
2.8446,100500.0,NEAR OCEAN
4.2054,130600.0,NEAR OCEAN
3.5363,90100.0,NEAR OCEAN
1.6528,58100.0,NEAR OCEAN
2.5179,79000.0,NEAR OCEAN
3.0536,107000.0,NEAR OCEAN
2.8958,86400.0,NEAR OCEAN
2.5804,92100.0,NEAR OCEAN
2.4519,85100.0,NEAR OCEAN
2.0938,79600.0,NEAR OCEAN
4.025,128100.0,NEAR OCEAN
1.5625,66800.0,NEAR OCEAN
2.178,76800.0,NEAR OCEAN
2.3571,111400.0,NEAR OCEAN
3.0806,106700.0,NEAR OCEAN
3.0147,94600.0,NEAR OCEAN
1.9417,76100.0,NEAR OCEAN
2.625,135600.0,NEAR OCEAN
7.9096,500001.0,NEAR OCEAN
2.375,128000.0,NEAR OCEAN
3.6161,131300.0,NEAR OCEAN
1.3333,187500.0,NEAR OCEAN
2.0458,174500.0,NEAR OCEAN
2.7143,138100.0,NEAR OCEAN
2.7308,150400.0,NEAR OCEAN
1.9208,139800.0,NEAR OCEAN
1.9923,164700.0,NEAR OCEAN
2.5588,350000.0,NEAR OCEAN
2.0956,154700.0,NEAR OCEAN
1.4444,182100.0,NEAR OCEAN
2.25,152300.0,NEAR OCEAN
2.1311,163100.0,NEAR OCEAN
2.4545,164200.0,NEAR OCEAN
1.9964,150600.0,NEAR OCEAN
1.5369,141300.0,NEAR OCEAN
3.125,112500.0,NEAR OCEAN
2.45,186800.0,NEAR OCEAN
1.8393,187500.0,NEAR OCEAN
1.5394,200000.0,NEAR OCEAN
1.2276,208300.0,NEAR OCEAN
0.7591,350000.0,NEAR OCEAN
4.4671,270800.0,NEAR OCEAN
4.5074,350000.0,NEAR OCEAN
4.3472,351200.0,NEAR OCEAN
2.5795,192400.0,NEAR OCEAN
2.7031,218900.0,NEAR OCEAN
2.1473,195300.0,NEAR OCEAN
2.2188,306700.0,NEAR OCEAN
2.75,238300.0,NEAR OCEAN
2.0329,225800.0,NEAR OCEAN
2.5759,225000.0,NEAR OCEAN
2.1382,242300.0,NEAR OCEAN
3.3616,268500.0,NEAR OCEAN
2.7451,255400.0,NEAR OCEAN
2.9386,260500.0,NEAR OCEAN
5.0874,368500.0,NEAR OCEAN
5.249,351900.0,NEAR OCEAN
3.9167,285200.0,NEAR OCEAN
4.194,293900.0,NEAR OCEAN
4.2059,350000.0,NEAR OCEAN
1.8584,248100.0,NEAR OCEAN
2.0469,234500.0,NEAR OCEAN
2.1935,243200.0,NEAR OCEAN
1.9167,227200.0,NEAR OCEAN
2.7139,231700.0,NEAR OCEAN
3.1932,257500.0,NEAR OCEAN
3.4474,253400.0,NEAR OCEAN
3.3397,267800.0,NEAR OCEAN
3.5694,276400.0,NEAR OCEAN
4.1812,321500.0,NEAR OCEAN
4.1451,326700.0,NEAR OCEAN
4.7216,311900.0,NEAR OCEAN
5.4533,409800.0,NEAR OCEAN
7.6886,500001.0,NEAR OCEAN
6.4246,446700.0,NEAR OCEAN
3.7596,300000.0,NEAR OCEAN
5.3074,401900.0,NEAR OCEAN
6.2028,361500.0,NEAR OCEAN
3.1071,464300.0,NEAR OCEAN
4.25,332800.0,NEAR OCEAN
4.5606,303800.0,NEAR OCEAN
3.274,254300.0,NEAR OCEAN
3.5109,225000.0,NEAR OCEAN
3.7282,287500.0,NEAR OCEAN
2.8837,176100.0,NEAR OCEAN
4.1023,217300.0,NEAR OCEAN
2.9798,315600.0,NEAR OCEAN
4.1771,219100.0,NEAR OCEAN
2.25,192000.0,NEAR OCEAN
2.2417,151900.0,NEAR OCEAN
3.8026,149700.0,NEAR OCEAN
3.2798,150300.0,NEAR OCEAN
2.7813,159200.0,NEAR OCEAN
7.2096,490300.0,NEAR OCEAN
6.4468,444200.0,NEAR OCEAN
4.9,406300.0,NEAR OCEAN
4.8693,277700.0,NEAR OCEAN
4.3125,290500.0,NEAR OCEAN
5.0052,321800.0,NEAR OCEAN
4.2411,371700.0,NEAR OCEAN
3.3125,425500.0,NEAR OCEAN
3.835,418600.0,NEAR OCEAN
5.5106,252200.0,NEAR OCEAN
4.1354,268200.0,NEAR OCEAN
4.1301,268400.0,NEAR OCEAN
3.7895,254000.0,NEAR OCEAN
4.25,207500.0,NEAR OCEAN
3.5871,347100.0,NEAR OCEAN
3.5521,290000.0,NEAR OCEAN
4.6042,272200.0,NEAR OCEAN
5.2606,198900.0,NEAR OCEAN
4.6364,156300.0,NEAR OCEAN
4.4559,198500.0,NEAR OCEAN
4.95,194000.0,NEAR OCEAN
2.4286,204800.0,NEAR OCEAN
2.5833,181300.0,NEAR OCEAN
3.4808,206900.0,NEAR OCEAN
4.6458,212100.0,NEAR OCEAN
5.3096,209900.0,NEAR OCEAN
2.8438,139300.0,NEAR OCEAN
3.3214,162200.0,NEAR OCEAN
3.0882,160700.0,NEAR OCEAN
3.5054,146800.0,NEAR OCEAN
3.6086,146300.0,NEAR OCEAN
4.9562,165700.0,NEAR OCEAN
4.3424,162500.0,NEAR OCEAN
1.9311,138100.0,NEAR OCEAN
3.6923,159700.0,NEAR OCEAN
3.8586,157900.0,NEAR OCEAN
3.3988,147800.0,NEAR OCEAN
3.7885,156900.0,NEAR OCEAN
2.7308,139000.0,NEAR OCEAN
3.2778,150800.0,NEAR OCEAN
3.7708,157100.0,NEAR OCEAN
3.875,165100.0,NEAR OCEAN
2.3,137500.0,NEAR OCEAN
2.3605,141800.0,NEAR OCEAN
2.1397,145300.0,NEAR OCEAN
4.25,143100.0,NEAR OCEAN
1.9848,160400.0,NEAR OCEAN
1.8109,137500.0,NEAR OCEAN
2.9514,185200.0,NEAR OCEAN
2.7183,190400.0,NEAR OCEAN
3.0135,192700.0,NEAR OCEAN
2.8988,194900.0,NEAR OCEAN
2.9943,190600.0,NEAR OCEAN
2.5012,197500.0,NEAR OCEAN
3.9792,210200.0,NEAR OCEAN
4.0074,200800.0,NEAR OCEAN
2.0579,132700.0,NEAR OCEAN
2.1985,141800.0,NEAR OCEAN
1.6384,128000.0,NEAR OCEAN
1.7938,142600.0,NEAR OCEAN
1.6792,130600.0,NEAR OCEAN
1.7689,117600.0,NEAR OCEAN
1.55,100000.0,NEAR OCEAN
3.5,216700.0,NEAR OCEAN
1.75,154200.0,NEAR OCEAN
5.1806,175000.0,NEAR OCEAN
3.233,199100.0,NEAR OCEAN
3.5313,187500.0,NEAR OCEAN
3.0513,148100.0,NEAR OCEAN
3.1042,219800.0,NEAR OCEAN
4.6133,500001.0,NEAR OCEAN
3.7232,500001.0,NEAR OCEAN
5.3441,480600.0,NEAR OCEAN
5.0072,236200.0,NEAR OCEAN
4.375,234800.0,NEAR OCEAN
4.6452,212500.0,NEAR OCEAN
3.7716,242900.0,NEAR OCEAN
3.4211,203900.0,NEAR OCEAN
3.7826,196300.0,NEAR OCEAN
3.4833,209400.0,NEAR OCEAN
3.1711,215400.0,NEAR OCEAN
3.108,217900.0,NEAR OCEAN
3.0453,185900.0,NEAR OCEAN
2.0875,181300.0,NEAR OCEAN
1.9808,139100.0,NEAR OCEAN
2.0156,152700.0,NEAR OCEAN
2.4,153700.0,NEAR OCEAN
2.875,164000.0,NEAR OCEAN
2.375,139700.0,NEAR OCEAN
1.9318,115900.0,NEAR OCEAN
1.2746,129700.0,NEAR OCEAN
2.0186,130000.0,NEAR OCEAN
1.7589,118300.0,NEAR OCEAN
1.2206,162500.0,NEAR OCEAN
2.2543,156300.0,NEAR OCEAN
2.137,126600.0,NEAR OCEAN
1.9387,141700.0,NEAR OCEAN
2.8533,137500.0,NEAR OCEAN
2.0675,116700.0,NEAR OCEAN
4.5938,112500.0,NEAR OCEAN
2.1964,150000.0,NEAR OCEAN
1.7,104200.0,NEAR OCEAN
5.0,87500.0,NEAR OCEAN
1.3274,218800.0,NEAR OCEAN
0.9318,187500.0,NEAR OCEAN
1.7064,175000.0,NEAR OCEAN
1.9872,168800.0,NEAR OCEAN
2.3305,162500.0,NEAR OCEAN
1.2321,137500.0,NEAR OCEAN
1.2864,131300.0,NEAR OCEAN
1.5076,145800.0,NEAR OCEAN
1.9797,143800.0,NEAR OCEAN
2.2344,200000.0,NEAR OCEAN
2.7813,129200.0,NEAR OCEAN
2.225,106300.0,NEAR OCEAN
1.5,162500.0,NEAR OCEAN
4.6629,162500.0,NEAR OCEAN
1.4048,200000.0,NEAR OCEAN
1.5536,155000.0,NEAR OCEAN
1.1483,112500.0,NEAR OCEAN
1.6178,137500.0,NEAR OCEAN
1.0714,150000.0,NEAR OCEAN
1.4565,152500.0,NEAR OCEAN
2.0769,100000.0,NEAR OCEAN
1.5603,162500.0,NEAR OCEAN
1.5844,162500.0,NEAR OCEAN
2.5544,162500.0,NEAR OCEAN
1.8438,162500.0,NEAR OCEAN
1.8036,175000.0,NEAR OCEAN
1.7393,140200.0,NEAR OCEAN
1.9647,186200.0,NEAR OCEAN
1.7701,146200.0,NEAR OCEAN
1.918,147500.0,NEAR OCEAN
2.2538,181300.0,NEAR OCEAN
2.6786,191100.0,NEAR OCEAN
2.346,165600.0,NEAR OCEAN
2.1378,180400.0,NEAR OCEAN
2.2808,154700.0,NEAR OCEAN
1.1295,137500.0,NEAR OCEAN
2.6371,159400.0,NEAR OCEAN
2.675,241700.0,NEAR OCEAN
4.0968,310000.0,NEAR OCEAN
3.1149,218800.0,NEAR OCEAN
3.0153,220000.0,NEAR OCEAN
2.3523,325000.0,NEAR OCEAN
2.5726,193800.0,NEAR OCEAN
1.8388,175000.0,NEAR OCEAN
3.8125,382100.0,NEAR OCEAN
3.7838,500001.0,NEAR OCEAN
3.8984,306300.0,NEAR OCEAN
2.7212,266300.0,NEAR OCEAN
2.7614,272200.0,NEAR OCEAN
2.9384,304100.0,NEAR OCEAN
2.875,232500.0,NEAR OCEAN
3.0503,225000.0,NEAR OCEAN
2.127,163300.0,NEAR OCEAN
2.3317,222500.0,NEAR OCEAN
3.1739,222900.0,NEAR OCEAN
1.6955,179700.0,NEAR OCEAN
3.3003,207800.0,NEAR OCEAN
3.5812,198600.0,NEAR OCEAN
3.6193,250000.0,NEAR OCEAN
3.4107,233300.0,NEAR OCEAN
7.5,434500.0,NEAR OCEAN
3.2917,307400.0,NEAR OCEAN
3.875,342900.0,NEAR OCEAN
4.1765,393900.0,NEAR OCEAN
4.5,339800.0,NEAR OCEAN
3.5528,271100.0,NEAR OCEAN
3.901,432500.0,NEAR OCEAN
3.625,500000.0,NEAR OCEAN
3.5985,500001.0,NEAR OCEAN
3.5292,361800.0,NEAR OCEAN
4.5469,381000.0,NEAR OCEAN
4.25,439300.0,NEAR OCEAN
4.0795,400000.0,NEAR OCEAN
4.3889,378000.0,NEAR OCEAN
3.5214,398100.0,NEAR OCEAN
3.385,408300.0,NEAR OCEAN
5.8408,500000.0,NEAR OCEAN
4.7361,418800.0,NEAR OCEAN
4.7875,363800.0,NEAR OCEAN
3.9352,406900.0,NEAR OCEAN
3.7813,461500.0,NEAR OCEAN
7.3672,500001.0,NEAR OCEAN
7.0796,500001.0,NEAR OCEAN
3.9934,500001.0,NEAR OCEAN
5.1815,500001.0,NEAR OCEAN
5.6051,267400.0,NEAR OCEAN
5.1508,367300.0,NEAR OCEAN
6.0362,463500.0,NEAR OCEAN
10.2233,500001.0,NEAR OCEAN
4.6852,395200.0,NEAR OCEAN
5.3046,360700.0,NEAR OCEAN
2.425,255000.0,NEAR OCEAN
3.9375,270500.0,NEAR OCEAN
6.6494,500001.0,NEAR OCEAN
6.822,500001.0,NEAR OCEAN
7.1264,500001.0,NEAR OCEAN
5.0322,435000.0,NEAR OCEAN
4.425,336400.0,NEAR OCEAN
5.145,420200.0,NEAR OCEAN
5.637,500001.0,NEAR OCEAN
4.5817,500001.0,NEAR OCEAN
4.6048,500001.0,NEAR OCEAN
5.1589,439200.0,NEAR OCEAN
6.0308,416700.0,NEAR OCEAN
5.1271,458300.0,NEAR OCEAN
6.4956,483600.0,NEAR OCEAN
8.5491,410300.0,NEAR OCEAN
5.0106,500001.0,NEAR OCEAN
5.9907,500001.0,NEAR OCEAN
6.8553,482200.0,NEAR OCEAN
6.9296,500001.0,NEAR OCEAN
6.015,488500.0,NEAR OCEAN
5.7361,500001.0,NEAR OCEAN
3.7778,487500.0,NEAR OCEAN
10.5045,500001.0,NEAR OCEAN
8.1782,500001.0,NEAR OCEAN
8.3609,500001.0,NEAR OCEAN
8.2064,500001.0,NEAR OCEAN
6.9742,500001.0,NEAR OCEAN
10.1241,500001.0,NEAR OCEAN
8.0838,500001.0,NEAR OCEAN
11.9993,500001.0,NEAR OCEAN
10.898,500001.0,NEAR OCEAN
12.9758,500001.0,NEAR OCEAN
11.6648,500001.0,NEAR OCEAN
10.06,500001.0,NEAR OCEAN
10.5536,500001.0,NEAR OCEAN
8.0957,500001.0,NEAR OCEAN
10.1447,500001.0,NEAR OCEAN
9.821,500001.0,NEAR OCEAN
6.3064,418300.0,NEAR OCEAN
7.7042,500001.0,NEAR OCEAN
8.5421,500001.0,NEAR OCEAN
8.2831,500001.0,NEAR OCEAN
15.0001,500001.0,NEAR OCEAN
10.0973,500001.0,NEAR OCEAN
7.6986,500001.0,NEAR OCEAN
7.5594,500001.0,NEAR OCEAN
9.8091,500001.0,NEAR OCEAN
4.6042,357300.0,NEAR OCEAN
6.287,396400.0,NEAR OCEAN
9.8214,500001.0,NEAR OCEAN
9.267,500001.0,NEAR OCEAN
11.6677,500001.0,NEAR OCEAN
10.1357,500001.0,NEAR OCEAN
9.7646,500001.0,NEAR OCEAN
10.076,500001.0,NEAR OCEAN
3.9934,500001.0,NEAR OCEAN
6.5571,500001.0,NEAR OCEAN
4.5333,377300.0,NEAR OCEAN
5.4032,318500.0,NEAR OCEAN
8.0137,399200.0,NEAR OCEAN
6.8474,356700.0,NEAR OCEAN
5.3749,346100.0,NEAR OCEAN
5.8788,500001.0,NEAR OCEAN
6.9935,385500.0,NEAR OCEAN
5.8548,500001.0,NEAR OCEAN
7.9184,500001.0,NEAR OCEAN
8.0144,500001.0,NEAR OCEAN
7.7848,500001.0,NEAR OCEAN
8.4476,500001.0,NEAR OCEAN
6.83,500001.0,NEAR OCEAN
8.4331,500001.0,NEAR OCEAN
7.4001,500001.0,NEAR OCEAN
8.7364,500001.0,NEAR OCEAN
5.5789,292000.0,NEAR OCEAN
3.7321,266700.0,NEAR OCEAN
4.2011,255400.0,NEAR OCEAN
4.1379,309100.0,NEAR OCEAN
5.0766,305400.0,NEAR OCEAN
4.5625,275200.0,NEAR OCEAN
4.4375,289600.0,NEAR OCEAN
7.7006,316700.0,NEAR OCEAN
6.1444,500001.0,NEAR OCEAN
9.5551,500001.0,NEAR OCEAN
6.8198,493800.0,NEAR OCEAN
4.1792,350000.0,NEAR OCEAN
4.3125,495800.0,NEAR OCEAN
4.3194,238700.0,NEAR OCEAN
3.115,242600.0,NEAR OCEAN
4.3125,261500.0,NEAR OCEAN
3.8269,270700.0,NEAR OCEAN
3.5469,200000.0,NEAR OCEAN
5.6305,430000.0,NEAR OCEAN
2.3482,163500.0,NEAR OCEAN
3.1429,240900.0,NEAR OCEAN
3.4609,238800.0,NEAR OCEAN
3.625,253100.0,NEAR OCEAN
1.4952,69800.0,NEAR OCEAN
1.5278,145800.0,NEAR OCEAN
3.3654,225000.0,NEAR OCEAN
2.375,158800.0,NEAR OCEAN
2.5625,165600.0,NEAR OCEAN
2.1985,95300.0,NEAR OCEAN
3.1201,176100.0,NEAR OCEAN
2.7321,150000.0,NEAR OCEAN
3.3472,293800.0,NEAR OCEAN
3.0526,146900.0,NEAR OCEAN
3.5547,200000.0,NEAR OCEAN
3.7083,210000.0,NEAR OCEAN
2.6094,362500.0,NEAR OCEAN
3.2375,450000.0,NEAR OCEAN
5.1506,387500.0,NEAR OCEAN
6.5234,357400.0,NEAR OCEAN
5.8142,500001.0,NEAR OCEAN
4.174,394400.0,NEAR OCEAN
5.7248,398800.0,NEAR OCEAN
3.9792,468000.0,NEAR OCEAN
5.5164,369100.0,NEAR OCEAN
3.4048,487100.0,NEAR OCEAN
2.7039,364000.0,NEAR OCEAN
3.7852,465800.0,NEAR OCEAN
3.6,452800.0,NEAR OCEAN
3.275,500001.0,NEAR OCEAN
6.3835,407800.0,NEAR OCEAN
5.0621,386500.0,NEAR OCEAN
7.1198,469900.0,NEAR OCEAN
5.8505,417100.0,NEAR OCEAN
6.777,500000.0,NEAR OCEAN
14.4113,500001.0,NEAR OCEAN
4.0154,225700.0,NEAR OCEAN
3.1543,253800.0,NEAR OCEAN
3.725,278000.0,NEAR OCEAN
3.1359,268000.0,NEAR OCEAN
4.0313,253800.0,NEAR OCEAN
4.3281,236500.0,NEAR OCEAN
3.7614,241700.0,NEAR OCEAN
3.0379,249300.0,NEAR OCEAN
2.6713,234600.0,NEAR OCEAN
2.5625,235400.0,NEAR OCEAN
3.4327,254500.0,NEAR OCEAN
2.5263,286400.0,NEAR OCEAN
3.5147,313900.0,NEAR OCEAN
3.1912,319800.0,NEAR OCEAN
4.3571,287500.0,NEAR OCEAN
2.9309,217100.0,NEAR OCEAN
3.2952,234600.0,NEAR OCEAN
4.3,226400.0,NEAR OCEAN
2.4922,243800.0,NEAR OCEAN
2.4663,236500.0,NEAR OCEAN
2.8727,225000.0,NEAR OCEAN
3.0625,260300.0,NEAR OCEAN
4.6182,301000.0,NEAR OCEAN
3.1977,289300.0,NEAR OCEAN
4.6964,291300.0,NEAR OCEAN
5.5519,329500.0,NEAR OCEAN
6.2323,339100.0,NEAR OCEAN
3.1364,150000.0,NEAR OCEAN
6.918,500001.0,NEAR OCEAN
4.0432,450000.0,NEAR OCEAN
4.0294,500001.0,NEAR OCEAN
5.1482,500001.0,NEAR OCEAN
6.1557,402900.0,NEAR OCEAN
4.0313,282000.0,NEAR OCEAN
4.5476,309200.0,NEAR OCEAN
6.487,294200.0,NEAR OCEAN
5.3705,363500.0,NEAR OCEAN
7.6012,310800.0,NEAR OCEAN
4.7237,220700.0,NEAR OCEAN
6.3401,387300.0,NEAR OCEAN
6.2871,325500.0,NEAR OCEAN
3.3967,249400.0,NEAR OCEAN
4.875,284100.0,NEAR OCEAN
3.2232,247100.0,NEAR OCEAN
3.3155,231000.0,NEAR OCEAN
2.7545,231300.0,NEAR OCEAN
3.5729,370800.0,NEAR OCEAN
4.0647,240600.0,NEAR OCEAN
2.3545,187500.0,NEAR OCEAN
3.1029,190600.0,NEAR OCEAN
3.1395,310000.0,NEAR OCEAN
5.4031,243800.0,NEAR OCEAN
4.3897,341300.0,NEAR OCEAN
4.0076,252100.0,NEAR OCEAN
5.1298,246000.0,NEAR OCEAN
4.665,280600.0,NEAR OCEAN
3.9875,346500.0,NEAR OCEAN
5.1439,414000.0,NEAR OCEAN
6.5954,346200.0,NEAR OCEAN
6.5964,358800.0,NEAR OCEAN
6.3369,256000.0,NEAR OCEAN
5.49,239300.0,NEAR OCEAN
7.2988,500001.0,NEAR OCEAN
5.2333,471400.0,NEAR OCEAN
3.8187,137500.0,NEAR OCEAN
6.1572,344000.0,NEAR OCEAN
6.8939,383900.0,NEAR OCEAN
5.888,447700.0,NEAR OCEAN
5.041,397600.0,NEAR OCEAN
4.355,429200.0,NEAR OCEAN
4.2289,442700.0,NEAR OCEAN
2.8352,408300.0,NEAR OCEAN
3.2353,252900.0,NEAR OCEAN
4.3409,271400.0,NEAR OCEAN
10.1154,477700.0,NEAR OCEAN
9.5268,437900.0,NEAR OCEAN
5.883,295100.0,NEAR OCEAN
6.6188,380000.0,NEAR OCEAN
4.7773,400000.0,NEAR OCEAN
5.4011,346400.0,NEAR OCEAN
4.8482,500001.0,NEAR OCEAN
4.6369,422200.0,NEAR OCEAN
5.0926,390500.0,NEAR OCEAN
4.537,495500.0,NEAR OCEAN
4.6528,457100.0,NEAR OCEAN
5.0476,500001.0,NEAR OCEAN
4.2287,500001.0,NEAR OCEAN
4.9044,485000.0,NEAR OCEAN
5.1824,500001.0,NEAR OCEAN
8.7397,500001.0,NEAR OCEAN
5.7704,500001.0,NEAR OCEAN
8.8281,461600.0,NEAR OCEAN
9.8177,500001.0,NEAR OCEAN
9.8346,401700.0,NEAR OCEAN
15.0001,500001.0,NEAR OCEAN
7.1673,340700.0,NEAR OCEAN
4.7396,441700.0,NEAR OCEAN
5.392,408500.0,NEAR OCEAN
8.603,459600.0,NEAR OCEAN
8.1548,500001.0,NEAR OCEAN
6.1309,411600.0,NEAR OCEAN
5.7914,500001.0,NEAR OCEAN
2.7266,354200.0,NEAR OCEAN
3.654,249000.0,NEAR OCEAN
2.5288,274000.0,NEAR OCEAN
2.7222,284700.0,NEAR OCEAN
3.0726,289600.0,NEAR OCEAN
2.9705,245500.0,NEAR OCEAN
1.9637,137500.0,NEAR OCEAN
2.6042,225000.0,NEAR OCEAN
3.06,243800.0,NEAR OCEAN
3.1921,261500.0,NEAR OCEAN
2.1532,240000.0,NEAR OCEAN
2.9112,199100.0,NEAR OCEAN
2.2687,200000.0,NEAR OCEAN
3.4196,302200.0,NEAR OCEAN
3.0445,214800.0,NEAR OCEAN
2.6518,179800.0,NEAR OCEAN
2.75,175000.0,NEAR OCEAN
2.465,198700.0,NEAR OCEAN
2.6181,204200.0,NEAR OCEAN
2.6742,171400.0,NEAR OCEAN
2.2578,263600.0,NEAR OCEAN
3.0259,211700.0,NEAR OCEAN
2.6818,159400.0,NEAR OCEAN
3.125,172700.0,NEAR OCEAN
2.5553,178100.0,NEAR OCEAN
2.2813,118100.0,NEAR OCEAN
2.4828,133300.0,NEAR OCEAN
2.7852,129200.0,NEAR OCEAN
1.0353,150000.0,NEAR OCEAN
2.1937,162500.0,NEAR OCEAN
2.4167,131300.0,NEAR OCEAN
2.694,164100.0,NEAR OCEAN
2.6777,146400.0,NEAR OCEAN
2.1727,145500.0,NEAR OCEAN
2.0792,160000.0,NEAR OCEAN
2.8281,171700.0,NEAR OCEAN
2.1094,162500.0,NEAR OCEAN
2.375,154400.0,NEAR OCEAN
1.9392,142900.0,NEAR OCEAN
2.6333,140000.0,NEAR OCEAN
2.1563,127100.0,NEAR OCEAN
2.1273,142300.0,NEAR OCEAN
2.2264,112500.0,NEAR OCEAN
1.95,150000.0,NEAR OCEAN
2.1292,135000.0,NEAR OCEAN
2.5872,130600.0,NEAR OCEAN
3.0,168800.0,NEAR OCEAN
3.6852,185300.0,NEAR OCEAN
2.693,174100.0,NEAR OCEAN
2.4394,118300.0,NEAR OCEAN
3.2708,155200.0,NEAR OCEAN
3.79,163400.0,NEAR OCEAN
2.2599,157600.0,NEAR OCEAN
2.1394,106700.0,NEAR OCEAN
1.9886,119200.0,NEAR OCEAN
2.3261,114600.0,NEAR OCEAN
1.64,130000.0,NEAR OCEAN
